timestamp,equipment_id,pressure,temperature,vibration,flow_rate,is_anomaly,anomaly_type
2026-01-01 02:00:00,Pump-01,206.57,73.55,0.32,510.15,False,normal
2026-01-01 02:05:00,Pump-01,207.18,70.27,0.356,511.52,False,normal
2026-01-01 02:10:00,Pump-01,214.26,75.82,0.365,536.49,False,normal
2026-01-01 02:15:00,Pump-01,212.92,70.12,0.367,529.43,False,normal
2026-01-01 02:20:00,Pump-01,213.3,70.09,0.297,545.65,False,normal
2026-01-01 02:25:00,Pump-01,213.45,73.62,0.384,554.01,False,normal
2026-01-01 02:30:00,Pump-01,227.13,74.29,0.318,504.54,False,normal
2026-01-01 02:35:00,Pump-01,206.75,73.34,0.375,521.06,False,normal
2026-01-01 02:40:00,Pump-01,205.9,66.94,0.35,502.36,False,normal
2026-01-01 02:45:00,Pump-01,203.49,73.61,0.295,508.34,False,normal
2026-01-01 02:50:00,Pump-01,214.93,68.9,0.337,510.55,False,normal
2026-01-01 02:55:00,Pump-01,219.03,72.71,0.365,504.14,False,normal
2026-01-01 03:00:00,Pump-01,209.09,67.73,0.375,504.22,False,normal
2026-01-01 03:05:00,Pump-01,203.28,73.34,0.344,517.84,False,normal
2026-01-01 03:10:00,Pump-01,203.4,69.58,0.411,501.75,False,normal
2026-01-01 03:15:00,Pump-01,215.2,68.15,0.39,532.63,False,normal
2026-01-01 03:20:00,Pump-01,215.95,74.14,0.34,506.23,False,normal
2026-01-01 03:25:00,Pump-01,214.35,72.72,0.38,562.14,False,normal
2026-01-01 03:30:00,Pump-01,204.68,70.16,0.427,513.23,False,normal
2026-01-01 03:35:00,Pump-01,211.86,76.35,0.428,521.08,False,normal
2026-01-01 03:40:00,Pump-01,210.93,70.68,0.301,500.57,False,normal
2026-01-01 03:45:00,Pump-01,211.75,72.1,0.313,545.59,False,normal
2026-01-01 03:50:00,Pump-01,216.97,72.81,0.409,536.79,False,normal
2026-01-01 03:55:00,Pump-01,211.79,70.14,0.308,524.45,False,normal
2026-01-01 04:00:00,Pump-01,215.43,73.41,0.297,499.8,False,normal
2026-01-01 04:05:00,Pump-01,210.54,70.4,0.331,523.16,False,normal
2026-01-01 04:10:00,Pump-01,212.31,70.77,0.367,503.18,False,normal
2026-01-01 04:15:00,Pump-01,215.05,76.09,0.346,541.94,False,normal
2026-01-01 04:20:00,Pump-01,198.34,68.88,0.324,532.14,False,normal
2026-01-01 04:25:00,Pump-01,207.44,64.76,0.323,521.43,False,normal
2026-01-01 04:30:00,Pump-01,206.24,76.83,0.322,483.45,False,normal
2026-01-01 04:35:00,Pump-01,204.89,79.65,0.315,505.25,False,normal
2026-01-01 04:40:00,Pump-01,207.8,70.78,0.441,530.32,False,normal
2026-01-01 04:45:00,Pump-01,221.96,66.19,0.362,538.19,False,normal
2026-01-01 04:50:00,Pump-01,203.07,71.07,0.385,536.64,False,normal
2026-01-01 04:55:00,Pump-01,217.75,71.14,0.33,496.12,False,normal
2026-01-01 05:00:00,Pump-01,196.54,71.43,0.343,524.52,False,normal
2026-01-01 05:05:00,Pump-01,207.32,68.66,0.321,535.23,False,normal
2026-01-01 05:10:00,Pump-01,211.3,73.74,0.244,495.12,False,normal
2026-01-01 05:15:00,Pump-01,214.69,73.57,0.295,519.88,False,normal
2026-01-01 05:20:00,Pump-01,215.69,67.52,0.278,524.11,False,normal
2026-01-01 05:25:00,Pump-01,216.35,74.1,0.26,515.49,False,normal
2026-01-01 05:30:00,Pump-01,207.21,78.16,0.302,492.22,False,normal
2026-01-01 05:35:00,Pump-01,206.3,72.52,0.403,515.11,False,normal
2026-01-01 05:40:00,Pump-01,216.86,70.99,0.348,515.09,False,normal
2026-01-01 05:45:00,Pump-01,208.47,71.57,0.402,517.78,False,normal
2026-01-01 05:50:00,Pump-01,199.79,73.85,0.366,511.55,False,normal
2026-01-01 05:55:00,Pump-01,200.93,66.81,0.381,513.35,False,normal
2026-01-01 06:00:00,Pump-01,202.64,72.49,0.314,519.4,False,normal
2026-01-01 06:05:00,Pump-01,213.98,70.83,0.371,526.64,False,normal
2026-01-01 06:10:00,Pump-01,211.14,77.54,0.379,515.43,False,normal
2026-01-01 06:15:00,Pump-01,215.52,71.48,0.327,513.86,False,normal
2026-01-01 06:20:00,Pump-01,206.58,77.0,0.372,521.39,False,normal
2026-01-01 06:25:00,Pump-01,211.27,68.69,0.373,491.19,False,normal
2026-01-01 06:30:00,Pump-01,215.0,73.76,0.328,527.16,False,normal
2026-01-01 06:35:00,Pump-01,207.53,72.96,0.305,519.99,False,normal
2026-01-01 06:40:00,Pump-01,213.65,69.39,0.303,520.6,False,normal
2026-01-01 06:45:00,Pump-01,204.7,72.53,0.353,534.41,False,normal
2026-01-01 06:50:00,Pump-01,207.1,75.64,0.363,490.71,False,normal
2026-01-01 06:55:00,Pump-01,206.95,71.03,0.318,490.39,False,normal
2026-01-01 07:00:00,Pump-01,200.43,66.92,0.351,524.11,False,normal
2026-01-01 07:05:00,Pump-01,213.9,71.95,0.373,519.89,False,normal
2026-01-01 07:10:00,Pump-01,206.24,69.29,0.375,522.55,False,normal
2026-01-01 07:15:00,Pump-01,210.1,70.97,0.412,513.07,False,normal
2026-01-01 07:20:00,Pump-01,213.85,71.76,0.401,529.97,False,normal
2026-01-01 07:25:00,Pump-01,213.57,66.88,0.31,533.99,False,normal
2026-01-01 07:30:00,Pump-01,215.32,67.15,0.417,527.26,False,normal
2026-01-01 07:35:00,Pump-01,209.21,73.45,0.329,516.09,False,normal
2026-01-01 07:40:00,Pump-01,206.61,70.43,0.392,488.38,False,normal
2026-01-01 07:45:00,Pump-01,209.36,64.31,0.353,531.54,False,normal
2026-01-01 07:50:00,Pump-01,196.5,74.35,0.334,538.33,False,normal
2026-01-01 07:55:00,Pump-01,198.42,72.82,0.278,529.67,False,normal
2026-01-01 08:00:00,Pump-01,199.42,69.86,0.343,506.81,False,normal
2026-01-01 08:05:00,Pump-01,202.02,68.05,0.288,530.11,False,normal
2026-01-01 08:10:00,Pump-01,213.2,74.51,0.389,532.91,False,normal
2026-01-01 08:15:00,Pump-01,202.76,73.05,0.411,543.38,False,normal
2026-01-01 08:20:00,Pump-01,206.97,79.15,0.318,506.86,False,normal
2026-01-01 08:25:00,Pump-01,220.39,73.26,0.362,516.6,False,normal
2026-01-01 08:30:00,Pump-01,207.15,73.16,0.321,531.21,False,normal
2026-01-01 08:35:00,Pump-01,215.9,71.5,0.325,520.86,False,normal
2026-01-01 08:40:00,Pump-01,202.53,74.45,0.381,503.24,False,normal
2026-01-01 08:45:00,Pump-01,208.36,73.88,0.348,526.22,False,normal
2026-01-01 08:50:00,Pump-01,202.4,75.76,0.42,528.68,False,normal
2026-01-01 08:55:00,Pump-01,207.29,70.44,0.331,521.32,False,normal
2026-01-01 09:00:00,Pump-01,216.72,70.69,0.39,523.29,False,normal
2026-01-01 09:05:00,Pump-01,196.18,70.56,0.354,516.12,False,normal
2026-01-01 09:10:00,Pump-01,213.48,74.37,0.382,542.17,False,normal
2026-01-01 09:15:00,Pump-01,211.9,76.5,0.332,506.49,False,normal
2026-01-01 09:20:00,Pump-01,205.25,70.62,0.348,511.19,False,normal
2026-01-01 09:25:00,Pump-01,198.43,70.73,0.345,520.16,False,normal
2026-01-01 09:30:00,Pump-01,210.58,72.94,0.317,533.18,False,normal
2026-01-01 09:35:00,Pump-01,205.76,71.26,0.376,497.54,False,normal
2026-01-01 09:40:00,Pump-01,211.86,74.86,0.376,500.35,False,normal
2026-01-01 09:45:00,Pump-01,210.17,65.24,0.374,489.43,False,normal
2026-01-01 09:50:00,Pump-01,222.81,69.52,0.411,520.49,False,normal
2026-01-01 09:55:00,Pump-01,208.09,69.65,0.408,503.23,False,normal
2026-01-01 10:00:00,Pump-01,201.81,65.04,0.335,514.23,False,normal
2026-01-01 10:05:00,Pump-01,211.43,69.11,0.365,529.92,False,normal
2026-01-01 10:10:00,Pump-01,211.76,69.25,0.325,510.38,False,normal
2026-01-01 10:15:00,Pump-01,220.87,71.4,0.351,523.47,False,normal
2026-01-01 10:20:00,Pump-01,216.68,75.34,0.326,515.51,False,normal
2026-01-01 10:25:00,Pump-01,212.85,71.26,0.415,530.08,False,normal
2026-01-01 10:30:00,Pump-01,221.71,68.91,0.365,527.13,False,normal
2026-01-01 10:35:00,Pump-01,200.49,71.83,0.341,509.62,False,normal
2026-01-01 10:40:00,Pump-01,204.88,75.15,0.398,517.47,False,normal
2026-01-01 10:45:00,Pump-01,202.59,69.07,0.263,535.66,False,normal
2026-01-01 10:50:00,Pump-01,206.88,69.27,0.269,525.9,False,normal
2026-01-01 10:55:00,Pump-01,198.99,73.68,0.382,499.05,False,normal
2026-01-01 11:00:00,Pump-01,215.08,71.34,0.352,529.83,False,normal
2026-01-01 11:05:00,Pump-01,208.22,73.94,0.36,503.73,False,normal
2026-01-01 11:10:00,Pump-01,198.23,71.96,0.297,541.19,False,normal
2026-01-01 11:15:00,Pump-01,201.88,74.1,0.349,535.36,False,normal
2026-01-01 11:20:00,Pump-01,212.51,68.89,0.43,524.35,False,normal
2026-01-01 11:25:00,Pump-01,216.71,71.96,0.383,522.36,False,normal
2026-01-01 11:30:00,Pump-01,225.97,71.37,0.357,516.86,False,normal
2026-01-01 11:35:00,Pump-01,233.31,68.35,0.332,530.18,False,normal
2026-01-01 11:40:00,Pump-01,213.32,67.31,0.334,514.44,False,normal
2026-01-01 11:45:00,Pump-01,202.08,74.06,0.265,523.53,False,normal
2026-01-01 11:50:00,Pump-01,192.94,70.95,0.36,533.08,False,normal
2026-01-01 11:55:00,Pump-01,212.14,68.93,0.384,511.57,False,normal
2026-01-01 12:00:00,Pump-01,203.5,71.71,0.287,510.76,False,normal
2026-01-01 12:05:00,Pump-01,206.68,75.38,0.324,502.08,False,normal
2026-01-01 12:10:00,Pump-01,205.1,65.16,0.304,504.03,False,normal
2026-01-01 12:15:00,Pump-01,208.87,67.51,0.311,492.57,False,normal
2026-01-01 12:20:00,Pump-01,218.53,69.23,0.352,530.95,False,normal
2026-01-01 12:25:00,Pump-01,211.26,76.38,0.267,547.13,False,normal
2026-01-01 12:30:00,Pump-01,208.73,72.85,0.375,541.38,False,normal
2026-01-01 12:35:00,Pump-01,201.71,74.3,0.38,495.61,False,normal
2026-01-01 12:40:00,Pump-01,196.6,68.58,0.34,530.87,False,normal
2026-01-01 12:45:00,Pump-01,206.11,68.64,0.251,541.33,False,normal
2026-01-01 12:50:00,Pump-01,209.57,73.34,0.31,513.15,False,normal
2026-01-01 12:55:00,Pump-01,224.14,72.17,0.399,521.52,False,normal
2026-01-01 13:00:00,Pump-01,211.04,73.65,0.239,489.88,False,normal
2026-01-01 13:05:00,Pump-01,217.86,71.44,0.336,524.0,False,normal
2026-01-01 13:10:00,Pump-01,206.01,72.83,0.303,504.05,False,normal
2026-01-01 13:15:00,Pump-01,200.52,72.47,0.382,522.99,False,normal
2026-01-01 13:20:00,Pump-01,202.28,74.33,0.323,496.58,False,normal
2026-01-01 13:25:00,Pump-01,204.2,74.42,0.366,528.14,False,normal
2026-01-01 13:30:00,Pump-01,227.03,67.14,0.373,535.37,False,normal
2026-01-01 13:35:00,Pump-01,203.43,65.26,0.423,508.25,False,normal
2026-01-01 13:40:00,Pump-01,216.71,75.01,0.342,502.95,False,normal
2026-01-01 13:45:00,Pump-01,202.78,75.56,0.365,487.66,False,normal
2026-01-01 13:50:00,Pump-01,217.45,68.94,0.291,516.0,False,normal
2026-01-01 13:55:00,Pump-01,213.08,66.42,0.398,511.28,False,normal
2026-01-01 14:00:00,Pump-01,208.75,72.3,0.32,496.73,False,normal
2026-01-01 14:05:00,Pump-01,209.67,74.79,0.328,526.8,False,normal
2026-01-01 14:10:00,Pump-01,204.76,77.39,0.349,513.25,False,normal
2026-01-01 14:15:00,Pump-01,213.57,73.55,0.287,503.86,False,normal
2026-01-01 14:20:00,Pump-01,206.36,70.88,0.359,511.68,False,normal
2026-01-01 14:25:00,Pump-01,200.2,69.32,0.389,536.07,False,normal
2026-01-01 14:30:00,Pump-01,199.78,72.03,0.362,529.04,False,normal
2026-01-01 14:35:00,Pump-01,211.38,71.1,0.286,518.05,False,normal
2026-01-01 14:40:00,Pump-01,222.63,68.95,0.345,529.29,False,normal
2026-01-01 14:45:00,Pump-01,211.28,78.15,0.38,502.59,False,normal
2026-01-01 14:50:00,Pump-01,209.05,77.36,0.275,520.49,False,normal
2026-01-01 14:55:00,Pump-01,212.29,75.41,0.307,522.21,False,normal
2026-01-01 15:00:00,Pump-01,220.45,69.24,0.835,512.95,True,vibration_spike
2026-01-01 15:05:00,Pump-01,211.76,74.57,0.811,526.53,True,vibration_spike
2026-01-01 15:10:00,Pump-01,206.71,73.92,0.816,508.29,True,vibration_spike
2026-01-01 15:15:00,Pump-01,218.85,73.33,0.874,527.65,True,vibration_spike
2026-01-01 15:20:00,Pump-01,213.43,75.75,0.819,528.28,True,vibration_spike
2026-01-01 15:25:00,Pump-01,222.29,73.91,0.826,476.24,True,vibration_spike
2026-01-01 15:30:00,Pump-01,211.47,74.22,0.908,537.85,True,vibration_spike
2026-01-01 15:35:00,Pump-01,200.2,73.91,0.791,474.29,True,vibration_spike
2026-01-01 15:40:00,Pump-01,199.05,73.02,0.768,510.76,True,vibration_spike
2026-01-01 15:45:00,Pump-01,223.21,66.65,0.817,535.38,True,vibration_spike
2026-01-01 15:50:00,Pump-01,223.79,72.25,0.818,515.24,True,vibration_spike
2026-01-01 15:55:00,Pump-01,208.56,70.33,0.779,498.01,True,vibration_spike
2026-01-01 16:00:00,Pump-01,206.93,68.16,0.759,503.59,True,vibration_spike
2026-01-01 16:05:00,Pump-01,221.69,77.05,0.892,535.4,True,vibration_spike
2026-01-01 16:10:00,Pump-01,201.14,77.19,0.813,491.18,True,vibration_spike
2026-01-01 16:15:00,Pump-01,202.84,76.08,0.771,536.93,True,vibration_spike
2026-01-01 16:20:00,Pump-01,215.15,72.77,0.837,519.17,True,vibration_spike
2026-01-01 16:25:00,Pump-01,206.84,76.05,0.796,502.11,True,vibration_spike
2026-01-01 16:30:00,Pump-01,209.96,72.04,0.79,511.25,True,vibration_spike
2026-01-01 16:35:00,Pump-01,208.69,72.61,0.822,504.74,True,vibration_spike
2026-01-01 16:40:00,Pump-01,212.7,68.72,0.748,532.99,True,vibration_spike
2026-01-01 16:45:00,Pump-01,221.26,73.19,0.814,530.99,True,vibration_spike
2026-01-01 16:50:00,Pump-01,210.72,72.18,0.877,494.21,True,vibration_spike
2026-01-01 16:55:00,Pump-01,215.15,68.09,0.819,513.95,True,vibration_spike
2026-01-01 17:00:00,Pump-01,193.6,71.85,0.785,507.05,True,vibration_spike
2026-01-01 17:05:00,Pump-01,209.61,71.76,0.78,539.4,True,vibration_spike
2026-01-01 17:10:00,Pump-01,203.25,77.39,0.784,499.75,True,vibration_spike
2026-01-01 17:15:00,Pump-01,200.25,74.68,0.79,544.06,True,vibration_spike
2026-01-01 17:20:00,Pump-01,202.97,72.03,0.785,519.5,True,vibration_spike
2026-01-01 17:25:00,Pump-01,207.33,72.75,0.837,502.57,True,vibration_spike
2026-01-01 17:30:00,Pump-01,217.33,72.13,0.281,509.84,False,normal
2026-01-01 17:35:00,Pump-01,199.39,71.39,0.384,507.98,False,normal
2026-01-01 17:40:00,Pump-01,210.25,68.75,0.335,500.88,False,normal
2026-01-01 17:45:00,Pump-01,206.13,71.55,0.365,521.42,False,normal
2026-01-01 17:50:00,Pump-01,207.38,69.76,0.305,501.58,False,normal
2026-01-01 17:55:00,Pump-01,218.02,68.25,0.403,487.29,False,normal
2026-01-01 18:00:00,Pump-01,214.3,73.53,0.4,514.3,False,normal
2026-01-01 18:05:00,Pump-01,220.7,73.17,0.388,492.96,False,normal
2026-01-01 18:10:00,Pump-01,208.76,66.64,0.289,508.72,False,normal
2026-01-01 18:15:00,Pump-01,204.43,71.63,0.383,506.36,False,normal
2026-01-01 18:20:00,Pump-01,208.21,74.99,0.366,506.93,False,normal
2026-01-01 18:25:00,Pump-01,211.94,75.18,0.286,550.01,False,normal
2026-01-01 18:30:00,Pump-01,211.41,75.08,0.349,520.85,False,normal
2026-01-01 18:35:00,Pump-01,201.32,72.12,0.365,523.68,False,normal
2026-01-01 18:40:00,Pump-01,210.72,69.46,0.372,493.35,False,normal
2026-01-01 18:45:00,Pump-01,211.83,68.75,0.357,510.19,False,normal
2026-01-01 18:50:00,Pump-01,230.14,73.03,0.362,523.23,False,normal
2026-01-01 18:55:00,Pump-01,225.01,73.14,0.409,504.63,False,normal
2026-01-01 19:00:00,Pump-01,203.17,75.86,0.399,533.62,False,normal
2026-01-01 19:05:00,Pump-01,207.7,75.3,0.235,501.96,False,normal
2026-01-01 19:10:00,Pump-01,198.29,71.6,0.337,515.7,False,normal
2026-01-01 19:15:00,Pump-01,205.27,68.27,0.343,511.21,False,normal
2026-01-01 19:20:00,Pump-01,212.52,71.04,0.28,522.46,False,normal
2026-01-01 19:25:00,Pump-01,219.65,72.65,0.354,510.39,False,normal
2026-01-01 19:30:00,Pump-01,204.17,71.39,0.4,515.94,False,normal
2026-01-01 19:35:00,Pump-01,204.77,70.27,0.307,516.46,False,normal
2026-01-01 19:40:00,Pump-01,192.82,72.76,0.363,508.98,False,normal
2026-01-01 19:45:00,Pump-01,208.7,70.49,0.313,527.28,False,normal
2026-01-01 19:50:00,Pump-01,201.5,70.12,0.323,523.58,False,normal
2026-01-01 19:55:00,Pump-01,205.76,72.93,0.409,518.67,False,normal
2026-01-01 20:00:00,Pump-01,202.99,70.79,0.328,513.54,False,normal
2026-01-01 20:05:00,Pump-01,209.25,72.73,0.368,531.95,False,normal
2026-01-01 20:10:00,Pump-01,195.94,72.82,0.275,516.46,False,normal
2026-01-01 20:15:00,Pump-01,198.26,68.58,0.424,515.4,False,normal
2026-01-01 20:20:00,Pump-01,227.03,70.56,0.374,521.57,False,normal
2026-01-01 20:25:00,Pump-01,199.7,76.31,0.343,545.45,False,normal
2026-01-01 20:30:00,Pump-01,201.23,68.51,0.373,499.89,False,normal
2026-01-01 20:35:00,Pump-01,224.7,65.65,0.294,531.55,False,normal
2026-01-01 20:40:00,Pump-01,233.24,66.41,0.397,491.6,False,normal
2026-01-01 20:45:00,Pump-01,200.63,72.09,0.337,523.26,False,normal
2026-01-01 20:50:00,Pump-01,207.05,72.09,0.342,543.63,False,normal
2026-01-01 20:55:00,Pump-01,212.73,71.65,0.33,527.33,False,normal
2026-01-01 21:00:00,Pump-01,223.83,75.64,0.327,522.56,False,normal
2026-01-01 21:05:00,Pump-01,202.11,63.98,0.378,511.59,False,normal
2026-01-01 21:10:00,Pump-01,208.04,73.19,0.36,520.47,False,normal
2026-01-01 21:15:00,Pump-01,216.22,76.68,0.376,516.22,False,normal
2026-01-01 21:20:00,Pump-01,213.48,68.62,0.35,508.21,False,normal
2026-01-01 21:25:00,Pump-01,206.99,70.86,0.371,515.65,False,normal
2026-01-01 21:30:00,Pump-01,208.93,69.74,0.333,522.98,False,normal
2026-01-01 21:35:00,Pump-01,199.0,69.32,0.439,508.49,False,normal
2026-01-01 21:40:00,Pump-01,208.09,71.02,0.287,507.91,False,normal
2026-01-01 21:45:00,Pump-01,207.87,76.28,0.4,499.6,False,normal
2026-01-01 21:50:00,Pump-01,211.86,77.51,0.405,525.86,False,normal
2026-01-01 21:55:00,Pump-01,205.56,70.99,0.316,528.18,False,normal
2026-01-01 22:00:00,Pump-01,213.77,77.72,0.439,523.47,False,normal
2026-01-01 22:05:00,Pump-01,218.1,72.11,0.39,534.48,False,normal
2026-01-01 22:10:00,Pump-01,211.24,77.26,0.389,521.32,False,normal
2026-01-01 22:15:00,Pump-01,212.81,71.72,0.351,525.88,False,normal
2026-01-01 22:20:00,Pump-01,210.43,72.39,0.341,524.56,False,normal
2026-01-01 22:25:00,Pump-01,210.0,73.1,0.342,518.63,False,normal
2026-01-01 22:30:00,Pump-01,204.23,81.54,0.366,512.04,False,normal
2026-01-01 22:35:00,Pump-01,212.53,74.55,0.406,553.21,False,normal
2026-01-01 22:40:00,Pump-01,209.22,69.88,0.357,513.22,False,normal
2026-01-01 22:45:00,Pump-01,226.75,74.91,0.314,510.01,False,normal
2026-01-01 22:50:00,Pump-01,222.59,70.91,0.383,526.51,False,normal
2026-01-01 22:55:00,Pump-01,213.09,70.53,0.387,523.78,False,normal
2026-01-01 23:00:00,Pump-01,203.9,74.73,0.376,498.93,False,normal
2026-01-01 23:05:00,Pump-01,201.1,72.09,0.38,536.84,False,normal
2026-01-01 23:10:00,Pump-01,219.53,72.84,0.339,518.59,False,normal
2026-01-01 23:15:00,Pump-01,212.1,72.04,0.313,503.34,False,normal
2026-01-01 23:20:00,Pump-01,213.84,73.01,0.315,537.83,False,normal
2026-01-01 23:25:00,Pump-01,196.04,73.27,0.285,529.39,False,normal
2026-01-01 23:30:00,Pump-01,217.42,66.19,0.359,501.03,False,normal
2026-01-01 23:35:00,Pump-01,213.64,74.0,0.347,546.66,False,normal
2026-01-01 23:40:00,Pump-01,201.12,69.05,0.332,529.88,False,normal
2026-01-01 23:45:00,Pump-01,206.23,67.67,0.232,519.85,False,normal
2026-01-01 23:50:00,Pump-01,212.11,71.82,0.3,543.85,False,normal
2026-01-01 23:55:00,Pump-01,210.42,72.25,0.395,522.39,False,normal
2026-01-02 00:00:00,Pump-01,207.66,69.92,0.323,519.58,False,normal
2026-01-02 00:05:00,Pump-01,209.17,74.49,0.364,510.1,False,normal
2026-01-02 00:10:00,Pump-01,207.98,67.97,0.294,528.73,False,normal
2026-01-02 00:15:00,Pump-01,211.22,70.78,0.408,527.15,False,normal
2026-01-02 00:20:00,Pump-01,221.77,70.25,0.344,520.22,False,normal
2026-01-02 00:25:00,Pump-01,189.47,71.86,0.362,508.15,False,normal
2026-01-02 00:30:00,Pump-01,208.11,72.84,0.443,521.95,False,normal
2026-01-02 00:35:00,Pump-01,211.41,68.98,0.411,518.95,False,normal
2026-01-02 00:40:00,Pump-01,212.37,74.17,0.338,500.0,False,normal
2026-01-02 00:45:00,Pump-01,207.02,72.19,0.326,497.92,False,normal
2026-01-02 00:50:00,Pump-01,195.95,66.32,0.337,528.48,False,normal
2026-01-02 00:55:00,Pump-01,212.62,66.12,0.37,480.97,False,normal
2026-01-02 01:00:00,Pump-01,223.82,71.96,0.346,523.08,False,normal
2026-01-02 01:05:00,Pump-01,197.73,71.34,0.334,512.83,False,normal
2026-01-02 01:10:00,Pump-01,216.91,71.69,0.409,539.62,False,normal
2026-01-02 01:15:00,Pump-01,207.37,71.92,0.345,512.6,False,normal
2026-01-02 01:20:00,Pump-01,209.51,72.68,0.442,529.89,False,normal
2026-01-02 01:25:00,Pump-01,201.58,74.84,0.354,514.05,False,normal
2026-01-02 01:30:00,Pump-01,207.32,68.67,0.421,521.71,False,normal
2026-01-02 01:35:00,Pump-01,220.4,68.48,0.364,531.05,False,normal
2026-01-02 01:40:00,Pump-01,214.66,68.72,0.389,513.06,False,normal
2026-01-02 01:45:00,Pump-01,223.86,72.87,0.321,534.95,False,normal
2026-01-02 01:50:00,Pump-01,219.42,75.73,0.316,505.09,False,normal
2026-01-02 01:55:00,Pump-01,213.51,70.71,0.368,524.42,False,normal
2026-01-02 02:00:00,Pump-01,223.95,64.49,0.39,533.84,False,normal
2026-01-02 02:05:00,Pump-01,213.51,66.89,0.352,529.9,False,normal
2026-01-02 02:10:00,Pump-01,216.62,69.5,0.299,548.75,False,normal
2026-01-02 02:15:00,Pump-01,207.63,70.33,0.296,508.55,False,normal
2026-01-02 02:20:00,Pump-01,210.53,70.77,0.293,499.31,False,normal
2026-01-02 02:25:00,Pump-01,204.42,72.12,0.279,505.08,False,normal
2026-01-02 02:30:00,Pump-01,217.92,71.06,0.354,529.91,False,normal
2026-01-02 02:35:00,Pump-01,200.57,75.15,0.395,527.47,False,normal
2026-01-02 02:40:00,Pump-01,216.26,69.97,0.349,521.53,False,normal
2026-01-02 02:45:00,Pump-01,208.47,69.41,0.26,503.16,False,normal
2026-01-02 02:50:00,Pump-01,219.37,73.44,0.342,531.5,False,normal
2026-01-02 02:55:00,Pump-01,216.01,67.39,0.343,501.63,False,normal
2026-01-02 03:00:00,Pump-01,224.57,73.17,0.434,537.38,False,normal
2026-01-02 03:05:00,Pump-01,215.85,72.31,0.292,562.86,False,normal
2026-01-02 03:10:00,Pump-01,197.42,71.56,0.334,525.5,False,normal
2026-01-02 03:15:00,Pump-01,209.46,76.76,0.418,528.75,False,normal
2026-01-02 03:20:00,Pump-01,200.62,70.13,0.368,512.61,False,normal
2026-01-02 03:25:00,Pump-01,205.85,78.18,0.373,492.85,False,normal
2026-01-02 03:30:00,Pump-01,222.09,71.32,0.355,510.96,False,normal
2026-01-02 03:35:00,Pump-01,215.1,68.17,0.363,503.61,False,normal
2026-01-02 03:40:00,Pump-01,204.41,72.21,0.381,498.29,False,normal
2026-01-02 03:45:00,Pump-01,201.89,68.77,0.318,545.84,False,normal
2026-01-02 03:50:00,Pump-01,210.26,69.74,0.385,524.09,False,normal
2026-01-02 03:55:00,Pump-01,200.27,73.19,0.295,525.7,False,normal
2026-01-02 04:00:00,Pump-01,204.63,73.67,0.363,515.36,False,normal
2026-01-02 04:05:00,Pump-01,212.5,70.13,0.357,517.41,False,normal
2026-01-02 04:10:00,Pump-01,219.24,74.96,0.325,534.47,False,normal
2026-01-02 04:15:00,Pump-01,214.87,75.47,0.349,519.51,False,normal
2026-01-02 04:20:00,Pump-01,191.67,76.31,0.325,527.96,False,normal
2026-01-02 04:25:00,Pump-01,212.43,73.59,0.307,517.06,False,normal
2026-01-02 04:30:00,Pump-01,210.58,76.09,0.336,514.87,False,normal
2026-01-02 04:35:00,Pump-01,213.31,66.36,0.306,498.9,False,normal
